418.0,78.0,1
387.0,75.0,1
409.0,62.0,1
372.0,64.0,1
363.0,64.0,1
360.0,75.0,1
286.0,83.0,1
276.0,77.0,1
276.0,132.0,1
384.0,104.0,1
406.0,95.0,1
492.0,104.0,1
460.0,23.0,1
467.0,9.0,1
602.0,19.0,1
732.0,63.0,1
799.0,113.0,1
667.0,120.0,1
697.0,151.0,1
659.0,165.0,1
680.0,179.0,1
689.0,173.0,1
719.0,211.0,1
742.0,248.0,1
736.0,260.0,1
699.0,271.0,1
508.0,140.0,1
480.0,137.0,1
348.0,218.0,1
348.0,230.0,1
472.0,218.0,1
519.0,190.0,1
537.0,235.0,1
528.0,261.0,1
244.0,191.0,1
144.0,191.0,1
197.0,231.0,1
215.0,255.0,1
223.0,244.0,1
261.0,244.0,1
269.0,287.0,1
280.0,346.0,1
330.0,347.0,1
377.0,300.0,1
426.0,319.0,1
704.0,312.0,1
872.0,156.0,1
893.0,376.0,1
901.0,385.0,1
958.0,412.0,1
991.0,384.0,1
55.0,333.0,1
167.0,252.0,1
133.0,287.0,1
108.0,339.0,1
109.0,375.0,1
104.0,397.0,1
92.0,383.0,1
95.0,431.0,1
995.0,503.0,1
991.0,578.0,1
900.0,522.0,1
720.0,510.0,1
663.0,440.0,1
641.0,425.0,1
620.0,406.0,1
611.0,409.0,1
488.0,407.0,1
476.0,397.0,1
467.0,410.0,1
445.0,411.0,1
327.0,466.0,1
264.0,498.0,1
250.0,544.0,1
279.0,546.0,1
376.0,530.0,1
405.0,518.0,1
422.0,492.0,1
482.0,491.0,1
572.0,518.0,1
431.0,558.0,1
396.0,602.0,1
313.0,610.0,1
217.0,690.0,1
201.0,679.0,1
156.0,684.0,1
175.0,728.0,1
165.0,760.0,1
211.0,788.0,1
281.0,773.0,1
299.0,688.0,1
315.0,682.0,1
423.0,699.0,1
443.0,676.0,1
468.0,692.0,1
548.0,601.0,1
557.0,686.0,1
574.0,676.0,1
593.0,674.0,1
746.0,611.0,1
760.0,611.0,1
709.0,687.0,1
698.0,711.0,1
765.0,682.0,1
783.0,669.0,1
770.0,652.0,1
927.0,638.0,1
952.0,630.0,1
955.0,616.0,1
972.0,690.0,1
855.0,767.0,1
764.0,869.0,1
749.0,867.0,1
738.0,840.0,1
687.0,893.0,1
635.0,805.0,1
608.0,778.0,1
569.0,785.0,1
455.0,915.0,1
392.0,966.0,1
367.0,921.0,1
316.0,902.0,1
254.0,855.0,1
249.0,840.0,1
204.0,834.0,1
213.0,862.0,1
395.0,121.0,0
368.0,117.0,0
353.0,123.0,0
348.0,145.0,0
396.0,190.0,0
416.0,167.0,0
427.0,223.0,0
383.0,260.0,0
416.0,277.0,0
477.0,298.0,0
442.0,327.0,0
425.0,333.0,0
456.0,413.0,0
462.0,416.0,0
474.0,417.0,0
476.0,405.0,0
515.0,357.0,0
542.0,334.0,0
556.0,310.0,0
576.0,253.0,0
585.0,262.0,0
596.0,259.0,0
602.0,266.0,0
612.0,272.0,0
619.0,269.0,0
626.0,136.0,0
418.0,64.0,0
408.0,75.0,0
394.0,80.0,0
379.0,89.0,0
366.0,82.0,0
356.0,84.0,0
323.0,112.0,0
304.0,152.0,0
289.0,190.0,0
278.0,227.0,0
300.0,227.0,0
203.0,375.0,0
149.0,360.0,0
119.0,373.0,0
114.0,392.0,0
100.0,378.0,0
100.0,359.0,0
84.0,332.0,0
89.0,295.0,0
117.0,267.0,0
129.0,241.0,0
169.0,209.0,0
180.0,181.0,0
198.0,152.0,0
836.0,365.0,0
890.0,325.0,0
931.0,341.0,0
924.0,389.0,0
918.0,453.0,0
951.0,453.0,0
975.0,448.0,0
983.0,431.0,0
726.0,494.0,0
743.0,457.0,0
666.0,510.0,0
580.0,528.0,0
569.0,567.0,0
582.0,570.0,0
656.0,837.0,0
640.0,813.0,0
628.0,795.0,0
643.0,798.0,0
627.0,809.0,0
687.0,792.0,0
685.0,822.0,0
692.0,842.0,0
714.0,850.0,0
726.0,894.0,0
737.0,918.0,0
697.0,930.0,0
684.0,942.0,0
660.0,949.0,0
628.0,955.0,0
615.0,963.0,0
608.0,965.0,0
584.0,967.0,0
558.0,971.0,0
534.0,971.0,0
472.0,973.0,0
421.0,970.0,0
430.0,985.0,0
469.0,986.0,0
527.0,920.0,0
476.0,832.0,0
354.0,829.0,0
277.0,877.0,0
241.0,880.0,0
225.0,863.0,0
240.0,824.0,0
243.0,787.0,0
304.0,825.0,0
344.0,777.0,0
422.0,779.0,0
402.0,874.0,0
415.0,922.0,0
365.0,953.0,0
681.0,912.0,0
610.0,890.0,0
626.0,854.0,0
809.0,786.0,0
864.0,792.0,0
863.0,810.0,0
852.0,835.0,0
824.0,857.0,0
841.0,851.0,0
817.0,867.0,0
833.0,858.0,0
928.0,784.0,0
907.0,759.0,0
893.0,704.0,0
864.0,650.0,0
839.0,584.0,0
755.0,602.0,0
753.0,621.0,0
634.0,630.0,0
561.0,673.0,0
571.0,688.0,0
458.0,693.0,0
442.0,685.0,0
310.0,691.0,0
