agar2.png2596.0,234.0,1
842.0,271.0,1
848.0,562.0,1
638.0,533.0,1
646.0,566.0,1
786.0,690.0,1
404.0,702.0,1
353.0,659.0,1
350.0,633.0,1
386.0,603.0,1
212.0,523.0,1
141.0,468.0,1
195.0,711.0,1
875.0,762.0,1
873.0,826.0,1
490.0,462.0,0
392.0,601.0,0
204.0,530.0,0
150.0,470.0,0
588.0,227.0,0
729.0,369.0,0
640.0,548.0,0
687.0,717.0,0
740.0,760.0,0
746.0,614.0,0
279.0,265.0,0
338.0,317.0,0
366.0,69.0,0
472.0,137.0,0
584.0,884.0,0
408.0,823.0,0
351.0,640.0,0
