558.0,39.0,1
286.0,118.0,1
272.0,124.0,1
259.0,125.0,1
264.0,111.0,1
168.0,237.0,1
184.0,232.0,1
184.0,226.0,1
194.0,225.0,1
165.0,211.0,1
206.0,189.0,1
224.0,176.0,1
249.0,150.0,1
119.0,216.0,1
119.0,204.0,1
88.0,237.0,1
135.0,291.0,1
114.0,302.0,1
83.0,303.0,1
91.0,322.0,1
104.0,329.0,1
116.0,320.0,1
48.0,353.0,1
88.0,363.0,1
101.0,364.0,1
71.0,390.0,1
58.0,401.0,1
45.0,401.0,1
18.0,422.0,1
49.0,421.0,1
60.0,445.0,1
190.0,409.0,1
215.0,330.0,1
255.0,334.0,1
264.0,346.0,1
262.0,373.0,1
269.0,389.0,1
267.0,381.0,1
272.0,381.0,1
287.0,381.0,1
305.0,368.0,1
320.0,360.0,1
332.0,373.0,1
339.0,402.0,1
356.0,329.0,1
320.0,257.0,1
363.0,200.0,1
390.0,206.0,1
428.0,166.0,1
438.0,164.0,1
472.0,223.0,1
518.0,111.0,1
560.0,133.0,1
556.0,229.0,1
617.0,153.0,1
691.0,181.0,1
766.0,141.0,1
771.0,259.0,1
916.0,228.0,1
892.0,257.0,1
907.0,273.0,1
888.0,291.0,1
868.0,303.0,1
908.0,308.0,1
770.0,380.0,1
639.0,372.0,1
612.0,328.0,1
662.0,306.0,1
451.0,371.0,1
23.0,537.0,1
17.0,506.0,1
34.0,491.0,1
44.0,574.0,1
60.0,628.0,1
132.0,554.0,1
141.0,519.0,1
150.0,523.0,1
168.0,524.0,1
239.0,507.0,1
300.0,442.0,1
312.0,458.0,1
236.0,554.0,1
235.0,599.0,1
343.0,522.0,1
326.0,670.0,1
193.0,680.0,1
186.0,688.0,1
173.0,682.0,1
137.0,655.0,1
133.0,648.0,1
467.0,484.0,1
546.0,433.0,1
520.0,525.0,1
551.0,521.0,1
574.0,572.0,1
607.0,577.0,1
630.0,478.0,1
652.0,511.0,1
684.0,461.0,1
736.0,487.0,1
772.0,491.0,1
855.0,479.0,1
858.0,546.0,1
802.0,519.0,1
768.0,561.0,1
794.0,664.0,1
750.0,657.0,1
692.0,685.0,1
669.0,686.0,1
628.0,673.0,1
570.0,627.0,1
471.0,755.0,1
185.0,791.0,1
183.0,776.0,1
197.0,776.0,1
216.0,795.0,1
269.0,789.0,1
312.0,795.0,1
499.0,842.0,1
481.0,895.0,1
460.0,944.0,1
440.0,979.0,1
491.0,980.0,1
502.0,979.0,1
661.0,911.0,1
680.0,907.0,1
684.0,920.0,1
669.0,889.0,1
615.0,876.0,1
629.0,863.0,1
646.0,855.0,1
648.0,838.0,1
583.0,843.0,1
576.0,843.0,1
584.0,799.0,1
604.0,723.0,1
620.0,743.0,1
671.0,716.0,1
748.0,700.0,1
741.0,722.0,1
769.0,726.0,1
796.0,708.0,1
965.0,676.0,1
784.0,860.0,1
740.0,836.0,1
720.0,846.0,1
716.0,830.0,1
700.0,811.0,1
737.0,811.0,1
836.0,686.0,0
848.0,645.0,0
547.0,819.0,0
515.0,803.0,0
460.0,834.0,0
416.0,903.0,0
372.0,915.0,0
368.0,900.0,0
395.0,968.0,0
395.0,960.0,0
380.0,956.0,0
361.0,961.0,0
353.0,955.0,0
340.0,947.0,0
144.0,827.0,0
154.0,827.0,0
154.0,839.0,0
162.0,845.0,0
170.0,845.0,0
168.0,835.0,0
136.0,799.0,0
119.0,789.0,0
101.0,772.0,0
83.0,763.0,0
80.0,756.0,0
81.0,751.0,0
100.0,751.0,0
95.0,745.0,0
87.0,750.0,0
84.0,732.0,0
74.0,731.0,0
69.0,727.0,0
68.0,743.0,0
75.0,703.0,0
57.0,705.0,0
54.0,691.0,0
116.0,588.0,0
137.0,558.0,0
132.0,548.0,0
234.0,591.0,0
240.0,595.0,0
452.0,488.0,0
457.0,486.0,0
469.0,492.0,0
472.0,482.0,0
438.0,370.0,0
452.0,378.0,0
456.0,372.0,0
451.0,365.0,0
552.0,425.0,0
707.0,820.0,0
701.0,823.0,0
671.0,897.0,0
670.0,911.0,0
681.0,913.0,0
622.0,869.0,0
580.0,848.0,0
579.0,835.0,0
109.0,340.0,0
101.0,324.0,0
125.0,311.0,0
189.0,228.0,0
118.0,210.0,0
317.0,166.0,0
309.0,139.0,0
476.0,122.0,0
484.0,110.0,0
494.0,94.0,0
627.0,124.0,0
643.0,129.0,0
703.0,161.0,0
678.0,154.0,0
688.0,171.0,0
692.0,187.0,0
564.0,229.0,0
548.0,231.0,0
473.0,216.0,0
472.0,229.0,0
424.0,223.0,0
415.0,187.0,0
433.0,167.0,0
433.0,157.0,0
798.0,139.0,0
785.0,167.0,0
757.0,191.0,0
888.0,179.0,0
938.0,282.0,0
908.0,291.0,0
890.0,299.0,0
894.0,303.0,0
894.0,363.0,0
882.0,416.0,0
954.0,703.0,0
943.0,711.0,0
940.0,721.0,0
934.0,729.0,0
643.0,370.0,0
640.0,381.0,0
633.0,372.0,0
569.0,634.0,0
564.0,629.0,0
564.0,623.0,0
570.0,619.0,0
574.0,620.0,0
576.0,626.0,0
574.0,632.0,0
482.0,656.0,0
414.0,673.0,0
